loan_amnt,int_rate,installment,grade,emp_length,home_ownership,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
10000,15.61,349.65,D,1 year,RENT,160000.0,4.37,1.0,2.0,16.0,10.0,0.0,225,2.8,13.0,12569.96562,12569.97,10000.0,2569.97,0.0,0.0,0.0,349.56,0.0,Individual,0.0,2350.0,24826.0,8000.0
24000,18.94,621.79,D,10+ years,MORTGAGE,95000.0,20.11,1.0,0.0,8.0,11.0,0.0,29183,62.0,34.0,2626.06,2626.06,995.22,1630.84,0.0,0.0,0.0,621.79,0.0,Individual,0.0,0.0,303677.0,47100.0
15000,9.8,482.61,B,< 1 year,RENT,71000.0,16.13,0.0,2.0,,8.0,1.0,6507,43.7,19.0,16664.469269999998,16664.47,15000.0,1664.47,0.0,0.0,0.0,8950.88,0.0,Individual,0.0,0.0,14711.0,14900.0
16000,19.92,423.2,D,10+ years,MORTGAGE,80000.0,21.35,1.0,1.0,20.0,11.0,0.0,8255,65.0,18.0,2119.45,2119.45,808.95,1289.34,21.16,0.0,0.0,867.56,1.0,Individual,0.0,351.0,157905.0,12750.0
30000,10.42,973.95,B,10+ years,MORTGAGE,125000.0,23.66,0.0,2.0,25.0,19.0,0.0,16641,39.2,54.0,14640.58,14640.58,11352.24,3239.64,48.7,0.0,0.0,973.95,0.0,Individual,0.0,0.0,660099.0,39400.0
35000,28.69,1460.81,F,9 years,MORTGAGE,75000.0,13.26,0.0,1.0,,6.0,1.0,7302,66.4,21.0,7331.95,7331.95,3271.83,4060.12,0.0,0.0,0.0,1460.81,0.0,Individual,0.0,0.0,136386.0,11000.0
15000,7.21,464.6,A,4 years,RENT,90000.0,11.25,0.0,3.0,,18.0,0.0,4714,10.0,26.0,2040.04,2040.04,0.0,0.0,0.0,2040.04,367.2072,0.0,0.0,Individual,0.0,0.0,7287.0,47000.0
6000,13.98,205.01,C,,RENT,44000.0,16.86,0.0,4.0,41.0,9.0,2.0,6396,64.0,21.0,615.03,589.4,410.07,204.96,0.0,0.0,0.0,205.01,0.0,Individual,0.0,0.0,20472.0,10000.0
18000,17.99,650.66,D,10+ years,RENT,83000.0,20.18,0.0,0.0,,15.0,1.0,23786,80.1,35.0,23423.43001,23423.43,18000.0,5423.43,0.0,0.0,0.0,662.36,0.0,Individual,0.0,,,
16000,30.79,686.17,G,1 year,MORTGAGE,96000.0,23.9,0.0,0.0,,11.0,0.0,10274,96.0,26.0,12330.63,12330.63,6179.8,6116.52,34.31,0.0,0.0,686.17,0.0,Individual,0.0,0.0,295253.0,10700.0
29000,6.89,893.98,A,10+ years,MORTGAGE,150000.0,8.3,0.0,1.0,,11.0,0.0,23205,29.6,32.0,31446.33014,31446.33,29000.0,2446.33,0.0,0.0,0.0,6.43,0.0,Individual,0.0,0.0,364943.0,78300.0
4000,12.29,133.42,C,2 years,RENT,60000.0,15.9,0.0,1.0,,9.0,1.0,4716,77.3,17.0,4855.225083,4855.23,4000.0,825.23,30.0,0.0,0.0,5.73,0.0,Individual,0.0,0.0,183480.0,6100.0
18000,5.32,542.07,A,10+ years,MORTGAGE,45000.0,19.09,0.0,0.0,,10.0,0.0,35377,60.1,21.0,19509.04671,19509.05,18000.0,1509.05,0.0,0.0,0.0,541.92,0.0,Individual,0.0,0.0,104683.0,58900.0
25700,16.99,916.15,D,10+ years,MORTGAGE,75000.0,26.38,3.0,3.0,1.0,11.0,0.0,245,2.6,38.0,7755.22,7740.13,3433.21,2039.43,0.0,2282.58,410.8644,916.15,0.0,Individual,1.0,0.0,166951.0,9600.0
5500,6.99,169.8,A,8 years,RENT,52000.0,15.34,0.0,1.0,,14.0,0.0,9412,26.1,23.0,3550.85,3550.85,3066.73,484.12,0.0,0.0,0.0,169.8,0.0,Individual,0.0,0.0,12998.0,36000.0
20000,13.35,458.66,C,10+ years,OWN,67000.0,31.3,2.0,0.0,11.0,16.0,0.0,22756,44.4,25.0,27258.050860000003,27258.05,20000.0,7258.05,0.0,0.0,0.0,4798.54,0.0,Individual,0.0,0.0,70590.0,51200.0
2000,15.04,69.37,C,5 years,OWN,125000.0,12.22,1.0,0.0,6.0,11.0,0.0,13054,41.3,25.0,623.1,623.1,419.32,203.78,0.0,0.0,0.0,69.37,0.0,Individual,0.0,0.0,59460.0,31600.0
3600,13.33,121.88,C,3 years,RENT,38000.0,10.55,0.0,2.0,31.0,13.0,0.0,7127,40.0,22.0,1828.91,1828.91,1143.28,442.81,0.0,242.82,43.7076,122.0,0.0,Individual,0.0,0.0,7127.0,18300.0
35000,13.99,1196.05,C,4 years,MORTGAGE,140000.0,34.61,0.0,0.0,,14.0,0.0,17687,49.1,30.0,35606.85939,35606.86,35000.0,606.86,0.0,0.0,0.0,35634.06,0.0,Individual,0.0,0.0,564265.0,36000.0
27600,14.99,956.63,C,6 years,RENT,60000.0,13.86,0.0,0.0,,5.0,1.0,10027,68.7,10.0,22014.44,22014.44,16174.14,5840.3,0.0,0.0,0.0,956.63,0.0,Individual,0.0,0.0,17268.0,14600.0
30000,12.99,682.44,C,10+ years,MORTGAGE,67000.0,26.9,0.0,1.0,,11.0,0.0,29208,64.9,26.0,39494.79888,39494.8,30000.0,9494.8,0.0,0.0,0.0,12579.64,0.0,Individual,0.0,0.0,54055.0,45000.0
12000,10.08,387.66,B,10+ years,MORTGAGE,48000.0,28.88,0.0,0.0,,8.0,1.0,10571,19.0,22.0,1543.92,1543.92,1161.98,381.94,0.0,0.0,0.0,387.66,0.0,Individual,0.0,183.0,47653.0,55500.0
10000,14.47,344.07,C,10+ years,MORTGAGE,47000.0,24.51,1.0,1.0,23.0,7.0,0.0,5345,75.3,25.0,1389.19,1389.19,906.67,465.32,17.2,0.0,0.0,344.07,0.0,Joint App,0.0,1936.0,138155.0,7100.0
19000,15.61,458.12,D,3 years,RENT,60000.0,30.52,0.0,0.0,34.0,10.0,0.0,23535,94.1,26.0,25299.05,25299.05,16740.93,8558.12,0.0,0.0,0.0,458.12,0.0,Individual,0.0,0.0,62998.0,25000.0
3600,20.39,134.51,D,10+ years,RENT,80000.0,25.17,0.0,2.0,,25.0,0.0,23937,40.8,47.0,1220.05,1220.05,793.33,426.72,0.0,0.0,0.0,134.51,0.0,Individual,0.0,0.0,275511.0,58600.0
24000,7.9,750.97,A,2 years,MORTGAGE,155000.0,10.31,0.0,0.0,,8.0,0.0,42515,82.7,24.0,27034.76199,27034.76,24000.0,3034.76,0.0,0.0,0.0,750.81,0.0,Individual,0.0,0.0,372740.0,51400.0
15975,25.49,639.32,E,10+ years,RENT,96000.0,6.25,0.0,3.0,38.0,9.0,2.0,16661,59.3,21.0,12161.88,12161.88,6950.51,5179.4,31.97,0.0,0.0,639.32,0.0,Individual,0.0,473.0,27425.0,28100.0
16000,14.46,376.12,C,10+ years,RENT,72000.0,14.23,0.0,2.0,,12.0,1.0,4200,79.2,32.0,18338.57245,18338.57,16000.0,2338.57,0.0,0.0,0.0,13850.84,0.0,Individual,0.0,0.0,62997.0,5300.0
35000,12.74,1174.91,C,10+ years,MORTGAGE,122000.0,28.54,6.0,0.0,5.0,16.0,0.0,33332,84.5,34.0,30780.72,30780.72,23863.78,6740.69,176.25,0.0,0.0,1174.91,0.0,Individual,0.0,0.0,363170.0,38500.0
15000,13.33,343.84,C,8 years,RENT,60000.0,11.48,0.0,0.0,,12.0,0.0,12011,79.0,32.0,14361.96,14361.96,9133.57,5194.01,34.38,0.0,0.0,65.17,0.0,Individual,0.0,0.0,108055.0,15200.0
30000,8.18,942.59,B,2 years,MORTGAGE,96000.0,26.49,0.0,0.0,,27.0,0.0,34481,38.8,57.0,33919.36946,33919.37,30000.0,3919.37,0.0,0.0,0.0,942.35,0.0,Individual,0.0,0.0,309275.0,88800.0
21250,23.4,603.95,E,10+ years,RENT,74000.0,9.2,0.0,0.0,35.0,7.0,0.0,3107,49.3,26.0,28613.56,28613.56,21250.0,7363.56,0.0,0.0,0.0,17742.46,0.0,Individual,0.0,0.0,18437.0,6300.0
13500,19.03,495.07,D,5 years,MORTGAGE,40000.0,16.74,0.0,0.0,,8.0,0.0,8984,95.6,9.0,15566.9586,15566.96,13500.0,2066.96,0.0,0.0,0.0,11125.6,0.0,Individual,0.0,0.0,165011.0,9400.0
16625,17.27,415.6,C,7 years,RENT,39000.0,27.63,0.0,0.0,,10.0,0.0,27190,87.1,34.0,7065.2,7065.2,3367.66,3694.6,0.0,2.94,0.0,415.6,0.0,Individual,0.0,0.0,27409.0,31200.0
3000,9.17,95.64,B,8 years,RENT,54000.0,8.78,0.0,0.0,,6.0,1.0,3506,39.4,9.0,3398.802518,3398.8,3000.0,398.8,0.0,0.0,0.0,1104.97,0.0,Individual,0.0,0.0,18370.0,8900.0
15000,21.85,571.7,D,5 years,OWN,45000.0,46.13,0.0,1.0,,7.0,0.0,2504,52.2,18.0,3447.69,3447.69,1872.48,1575.21,0.0,0.0,0.0,571.7,0.0,Joint App,0.0,0.0,61721.0,4800.0
24000,15.61,578.68,C,6 years,MORTGAGE,68000.0,15.55,0.0,0.0,,19.0,0.0,25990,57.5,37.0,27815.16,27815.16,24000.0,3815.16,0.0,0.0,0.0,20646.0,0.0,Individual,0.0,0.0,166950.0,45200.0
30000,6.92,925.22,A,10+ years,MORTGAGE,115000.0,17.31,0.0,0.0,29.0,10.0,0.0,14338,22.8,32.0,32664.84155,32664.84,30000.0,2664.84,0.0,0.0,0.0,15108.73,0.0,Individual,0.0,0.0,312742.0,62800.0
20000,14.08,466.2,C,10+ years,MORTGAGE,76000.0,12.96,0.0,0.0,,10.0,1.0,13284,52.3,16.0,8842.16,8842.16,4884.31,3957.85,0.0,0.0,0.0,466.2,0.0,Individual,0.0,0.0,23593.0,25400.0
16000,11.99,355.84,C,10+ years,MORTGAGE,115000.0,13.97,0.0,0.0,,13.0,0.0,48596,77.3,27.0,11842.1,11842.1,2929.13,2041.97,0.0,6871.0,1236.78,355.84,0.0,Individual,0.0,0.0,196692.0,62900.0
10000,20.8,269.41,E,10+ years,MORTGAGE,40000.0,32.52,2.0,0.0,8.0,11.0,0.0,7157,71.6,40.0,7539.84,7502.17,2686.1,3508.05,0.0,1345.69,241.8138,269.41,0.0,Individual,0.0,0.0,43007.0,10000.0
24000,9.92,508.99,B,10+ years,RENT,60000.0,11.84,0.0,0.0,,7.0,0.0,4700,16.7,23.0,4070.92,4070.92,2557.81,1487.66,25.45,0.0,0.0,534.44,0.0,Individual,0.0,0.0,9802.0,28100.0
10000,10.99,327.34,B,7 years,MORTGAGE,60000.0,10.64,0.0,0.0,,8.0,0.0,15769,66.3,19.0,11580.42,11522.52,10000.0,1580.42,0.0,0.0,0.0,4051.6,0.0,Individual,0.0,0.0,16872.0,23800.0
9850,13.11,332.41,B,2 years,RENT,37000.0,29.71,0.0,1.0,,8.0,0.0,21668,72.2,11.0,11123.00178,11123.0,9850.0,1273.0,0.0,0.0,0.0,6803.53,0.0,Individual,0.0,0.0,38016.0,30000.0
21000,12.62,703.74,C,3 years,RENT,56000.0,21.39,0.0,0.0,49.0,8.0,1.0,24324,51.9,34.0,9111.81,9111.81,6689.37,2422.44,0.0,0.0,0.0,703.74,0.0,Individual,0.0,0.0,102234.0,46900.0
25975,17.86,657.62,D,9 years,MORTGAGE,52000.0,11.95,0.0,0.0,,5.0,0.0,16125,71.7,9.0,35359.15941,35359.16,25975.0,9384.16,0.0,0.0,0.0,16917.68,0.0,Individual,0.0,0.0,266780.0,22500.0
10000,10.42,324.65,B,4 years,RENT,46000.0,19.2,0.0,0.0,45.0,8.0,1.0,6442,47.0,21.0,10864.357909999999,10864.36,10000.0,864.36,0.0,0.0,0.0,7600.49,0.0,Individual,0.0,103.0,112141.0,13700.0
23325,19.52,861.15,E,10+ years,MORTGAGE,65000.0,18.28,1.0,0.0,17.0,9.0,0.0,16510,93.3,24.0,25021.49,25021.49,23325.0,1696.49,0.0,0.0,0.0,21421.49,0.0,Individual,0.0,6141.0,179139.0,17700.0
12000,12.99,404.27,C,10+ years,MORTGAGE,91000.0,18.61,0.0,1.0,41.0,20.0,1.0,4351,65.5,34.0,14600.911409999999,14600.91,12000.0,2600.91,0.0,0.0,0.0,13.39,0.0,Individual,0.0,335.0,304903.0,6600.0
9000,9.17,286.92,B,,RENT,44800.0,5.12,0.0,2.0,70.0,13.0,2.0,5277,27.6,44.0,5133.9,5133.9,3697.67,896.75,0.0,539.48,97.1064,286.92,0.0,Individual,0.0,0.0,5277.0,19100.0
35000,13.99,1196.05,C,< 1 year,MORTGAGE,200000.0,9.25,0.0,2.0,66.0,9.0,1.0,28787,88.3,27.0,27481.95,27481.95,20649.71,6832.24,0.0,0.0,0.0,1196.05,0.0,Joint App,0.0,0.0,66275.0,32600.0
1000,16.02,35.17,C,6 years,RENT,39000.0,2.37,0.0,0.0,,10.0,0.0,1946,10.7,21.0,421.15,421.15,233.04,173.11,15.0,0.0,0.0,35.17,0.0,Individual,0.0,0.0,1946.0,18200.0
18000,6.39,550.79,A,10+ years,MORTGAGE,125000.0,10.54,0.0,0.0,,4.0,0.0,13561,94.8,12.0,19814.91114,19814.91,18000.0,1814.91,0.0,0.0,0.0,1645.23,0.0,Individual,0.0,0.0,194384.0,14300.0
8000,14.09,273.78,B,7 years,MORTGAGE,67000.0,14.24,0.0,1.0,,10.0,0.0,24514,76.1,26.0,8210.12,8210.12,6170.84,1768.78,0.0,270.5,48.69,273.78,0.0,Individual,0.0,0.0,126297.0,32200.0
10000,16.02,243.29,C,5 years,MORTGAGE,58048.0,25.88,1.0,0.0,8.0,8.0,0.0,20417,76.2,21.0,4370.32,4370.32,2217.27,2153.05,0.0,0.0,0.0,243.29,0.0,Individual,0.0,0.0,278433.0,26800.0
10000,7.69,311.94,A,10+ years,MORTGAGE,360000.0,7.27,0.0,1.0,30.0,12.0,0.0,16694,90.7,32.0,11229.65979,11229.66,10000.0,1229.66,0.0,0.0,0.0,311.76,0.0,Individual,0.0,0.0,660382.0,18400.0
10000,12.59,225.44,C,6 years,RENT,50000.0,27.96,0.0,0.0,,8.0,0.0,9484,52.4,15.0,3130.11,3130.11,1263.76,983.65,0.0,882.7,158.886,225.44,0.0,Individual,0.0,1558.0,45336.0,18100.0
11200,11.48,369.23,B,10+ years,RENT,80000.0,22.89,0.0,1.0,24.0,13.0,0.0,8328,35.7,30.0,7001.08,7001.08,5432.48,1568.6,0.0,0.0,0.0,369.23,0.0,Individual,0.0,0.0,66663.0,23300.0
33425,17.86,1206.05,D,< 1 year,MORTGAGE,88000.0,22.95,2.0,1.0,14.0,10.0,0.0,24038,84.3,51.0,21637.54,21637.54,13266.73,8370.81,0.0,0.0,0.0,1206.05,0.0,Individual,0.0,0.0,61197.0,28500.0
11075,19.52,408.89,E,7 years,RENT,37000.0,14.36,0.0,1.0,76.0,11.0,0.0,9439,72.6,16.0,4246.64,4246.64,1681.45,1168.77,0.0,1396.42,251.3556,408.89,0.0,Individual,0.0,0.0,13500.0,13000.0
14850,6.03,451.97,A,6 years,MORTGAGE,48000.0,18.25,0.0,0.0,,11.0,0.0,4669,20.0,20.0,16101.28,16101.28,14850.0,1251.28,0.0,0.0,0.0,5705.97,0.0,Individual,0.0,0.0,114806.0,23400.0
24000,30.79,788.17,G,10+ years,RENT,120000.0,15.44,0.0,1.0,,7.0,3.0,2205,61.3,12.0,18995.36,18995.36,5596.53,13359.42,39.41,0.0,0.0,788.17,0.0,Individual,0.0,0.0,20829.0,3600.0
6400,11.98,212.52,B,9 years,MORTGAGE,32000.0,1.05,0.0,1.0,52.0,9.0,0.0,226,1.3,22.0,2116.68,2116.68,1553.83,562.85,0.0,0.0,0.0,212.52,0.0,Joint App,0.0,0.0,53179.0,17400.0
16000,15.99,389.01,C,10+ years,RENT,65000.0,21.3,2.0,1.0,15.0,16.0,0.0,22355,51.7,21.0,6383.73,6383.73,2894.68,3430.7,58.35,0.0,0.0,174.63,0.0,Individual,0.0,0.0,28122.0,43200.0
7200,8.18,226.23,B,1 year,RENT,42000.0,5.62,0.0,0.0,57.0,9.0,0.0,5537,35.7,34.0,4962.23,4962.23,3380.34,735.42,15.0,831.47,149.6646,26.04,0.0,Individual,0.0,283.0,5537.0,15500.0
15000,11.49,494.57,B,10+ years,MORTGAGE,85000.0,12.82,4.0,1.0,1.0,15.0,1.0,9213,35.3,21.0,17360.7483,17360.75,15000.0,2336.02,24.73,0.0,0.0,6959.63,0.0,Individual,0.0,0.0,201562.0,26100.0
15000,20.2,399.08,E,10+ years,OWN,60000.0,14.38,1.0,1.0,20.0,12.0,0.0,12667,62.4,66.0,12273.64,12273.64,3857.53,5016.11,0.0,3400.0,612.0,399.08,0.0,Individual,0.0,0.0,93704.0,20300.0
11000,12.49,367.94,B,7 years,MORTGAGE,56000.0,7.63,0.0,0.0,29.0,13.0,0.0,15721,42.4,19.0,13117.69,13117.69,11000.0,2117.69,0.0,0.0,0.0,1692.52,0.0,Individual,0.0,1938.0,54991.0,37100.0
34500,13.67,1173.61,C,3 years,RENT,75000.0,11.54,1.0,0.0,18.0,6.0,0.0,9229,53.3,11.0,38763.42656,38763.43,34500.0,4263.43,0.0,0.0,0.0,6632.7,0.0,Individual,0.0,0.0,18679.0,17300.0
25000,5.31,752.76,A,10+ years,MORTGAGE,109000.0,6.63,0.0,0.0,,7.0,0.0,11877,20.4,23.0,6796.96,6796.96,5882.57,914.39,0.0,0.0,0.0,752.76,0.0,Individual,0.0,0.0,204617.0,58100.0
21100,22.39,587.45,E,2 years,RENT,48000.0,19.9,0.0,1.0,29.0,12.0,0.0,9306,75.0,21.0,8459.72,8459.72,2121.25,3713.31,0.0,2625.16,472.5288,587.45,0.0,Individual,0.0,0.0,27612.0,12400.0
20000,12.69,670.9,C,3 years,MORTGAGE,46000.0,31.99,0.0,0.0,34.0,6.0,0.0,10374,89.0,25.0,20758.92,20758.92,16031.11,4081.79,100.65,545.37,98.1666,704.45,0.0,Individual,0.0,1968.0,130752.0,11605.0
6500,6.72,199.88,A,10+ years,MORTGAGE,83000.0,18.03,0.0,0.0,,11.0,0.0,144950,46.5,33.0,6530.33,6530.33,6500.0,30.33,0.0,0.0,0.0,6532.76,0.0,Individual,0.0,0.0,619807.0,168700.0
10000,7.07,309.1,A,,RENT,35000.0,14.47,0.0,0.0,,8.0,0.0,12340,28.0,13.0,5865.04,5865.04,5014.15,850.89,0.0,0.0,0.0,309.1,0.0,Individual,0.0,0.0,12340.0,44100.0
25000,14.07,582.62,C,2 years,RENT,70000.0,14.07,1.0,1.0,19.0,23.0,0.0,9694,26.9,33.0,27316.4336,27316.43,25000.0,2316.43,0.0,0.0,0.0,23257.63,0.0,Individual,0.0,0.0,31922.0,36000.0
9000,7.21,278.76,A,10+ years,OWN,120000.0,8.57,0.0,2.0,,16.0,0.0,42826,32.5,31.0,9555.209343,9555.21,9000.0,540.21,15.0,0.0,0.0,6742.03,0.0,Individual,0.0,0.0,270574.0,131900.0
5000,11.05,163.82,B,10+ years,OWN,33000.0,23.16,0.0,1.0,,8.0,1.0,13484,61.0,12.0,1146.74,1146.74,846.71,300.03,0.0,0.0,0.0,163.82,0.0,Individual,0.0,0.0,99506.0,22100.0
1200,11.99,39.86,B,10+ years,OWN,53000.0,13.04,0.0,0.0,,3.0,1.0,53013,89.4,27.0,1221.3399949999998,1221.34,1200.0,21.34,0.0,0.0,0.0,1222.14,0.0,Individual,0.0,0.0,61097.0,53000.0
10000,12.69,335.45,C,3 years,RENT,50000.0,15.79,0.0,1.0,30.0,4.0,0.0,8032,86.4,8.0,11473.15526,11473.16,10000.0,1473.16,0.0,0.0,0.0,6109.65,0.0,Individual,0.0,0.0,20168.0,9300.0
13000,21.45,355.0,D,2 years,MORTGAGE,38000.0,27.23,0.0,2.0,,17.0,0.0,14164,46.4,21.0,15421.44424,15421.44,13000.0,2421.44,0.0,0.0,0.0,11886.93,0.0,Joint App,0.0,0.0,129136.0,30500.0
6000,14.08,205.3,C,10+ years,MORTGAGE,48000.0,9.9,0.0,0.0,67.0,8.0,0.0,3519,48.2,29.0,2454.21,2454.21,1725.68,728.53,0.0,0.0,0.0,205.3,0.0,Individual,0.0,0.0,103213.0,7300.0
24000,9.99,509.82,B,8 years,RENT,85000.0,24.01,1.0,0.0,18.0,25.0,0.0,21956,43.5,62.0,29087.397660000002,29087.4,24000.0,5087.4,0.0,0.0,0.0,13269.66,0.0,Individual,0.0,0.0,90674.0,50500.0
10500,9.93,338.47,B,10+ years,RENT,76500.0,24.15,1.0,0.0,20.0,8.0,0.0,20560,95.2,17.0,11777.71638,11777.72,10500.0,1277.72,0.0,0.0,0.0,5691.05,0.0,Individual,0.0,0.0,35014.0,21600.0
12325,13.99,421.18,C,5 years,MORTGAGE,45000.0,20.32,1.0,0.0,22.0,9.0,1.0,5299,39.5,23.0,11113.53,11113.53,8364.75,2748.78,0.0,0.0,0.0,46.17,0.0,Individual,0.0,125.0,12154.0,13400.0
12000,15.59,289.21,D,1 year,OWN,30000.0,18.84,2.0,0.0,14.0,5.0,0.0,2935,97.8,9.0,2682.16,2682.16,133.31,435.42,0.0,2113.43,380.4174,289.91,0.0,Individual,0.0,0.0,23097.0,3000.0
12000,19.92,445.48,D,10+ years,RENT,120000.0,2.06,1.0,0.0,19.0,4.0,0.0,0,0.0,21.0,2236.39,2236.39,1272.97,941.15,22.27,0.0,0.0,467.75,0.0,Individual,0.0,0.0,4262.0,13400.0
28000,23.13,791.43,F,10+ years,RENT,75000.0,15.17,0.0,1.0,45.0,8.0,0.0,11453,71.1,24.0,37780.80317,37780.8,28000.0,9780.8,0.0,0.0,0.0,1733.83,0.0,Individual,0.0,5005.0,30139.0,16100.0
5000,18.94,183.13,D,< 1 year,RENT,39600.0,5.67,0.0,0.0,32.0,5.0,0.0,5472,28.5,18.0,5364.926443,5364.93,5000.0,349.93,15.0,0.0,0.0,4651.6,0.0,Individual,0.0,0.0,5472.0,19200.0
35000,26.57,1059.76,F,10+ years,MORTGAGE,110000.0,14.28,2.0,0.0,7.0,13.0,0.0,32477,63.6,25.0,41903.0009,41903.0,35000.0,6903.0,0.0,0.0,0.0,5590.99,0.0,Individual,0.0,0.0,339075.0,51100.0
20000,10.91,653.93,B,10+ years,RENT,100000.0,2.35,0.0,0.0,,4.0,0.0,6667,88.9,6.0,11770.75,11770.75,9182.94,2587.81,0.0,0.0,0.0,653.93,0.0,Individual,0.0,0.0,6667.0,7500.0
12000,12.69,402.54,C,10+ years,RENT,34020.0,30.09,0.0,0.0,,9.0,0.0,13382,69.0,14.0,9205.1,9205.1,6443.59,2001.29,0.0,760.22,136.8396,402.54,0.0,Individual,0.0,0.0,30775.0,19400.0
5000,9.49,160.15,B,10+ years,RENT,185000.0,9.26,0.0,1.0,34.0,10.0,0.0,30199,92.1,31.0,5638.368321,5638.37,5000.0,638.37,0.0,0.0,0.0,2430.96,0.0,Individual,0.0,0.0,82233.0,32800.0
8900,12.35,297.1,B,2 years,OWN,50000.0,6.84,0.0,0.0,,12.0,0.0,5633,36.6,31.0,4176.69,4153.27,2378.96,886.92,0.0,910.81,9.085899999,297.1,0.0,Individual,0.0,0.0,8443.0,15400.0
29700,16.99,737.97,D,10+ years,MORTGAGE,60000.0,22.6,0.0,0.0,40.0,11.0,1.0,13167,79.3,20.0,17683.25,17683.25,8998.73,8684.52,0.0,0.0,0.0,737.97,0.0,Individual,0.0,0.0,206512.0,16600.0
10000,11.47,329.62,B,10+ years,RENT,56000.0,33.13,0.0,2.0,33.0,13.0,0.0,6712,56.9,20.0,1296.19,1296.19,234.04,82.84,0.0,979.31,176.2758,329.62,0.0,Individual,0.0,0.0,33613.0,11800.0
8000,17.47,287.1,D,3 years,RENT,50400.0,21.4,0.0,0.0,,7.0,0.0,6416,78.2,7.0,2289.04,2289.04,1431.02,858.02,0.0,0.0,0.0,287.1,0.0,Individual,0.0,0.0,31687.0,8200.0
7000,14.08,239.52,C,,RENT,25000.0,28.37,0.0,0.0,,6.0,0.0,6256,52.1,10.0,3821.37,3821.37,2752.4,1068.97,0.0,0.0,0.0,239.52,0.0,Individual,0.0,1355.0,20126.0,12000.0
30000,7.9,938.71,A,10+ years,MORTGAGE,225000.0,12.44,0.0,2.0,,11.0,0.0,20937,57.5,39.0,33723.38996,33695.29,30000.0,3723.39,0.0,0.0,0.0,5562.09,0.0,Individual,0.0,0.0,574985.0,36400.0
8000,7.07,247.28,A,2 years,RENT,59000.0,20.71,0.0,0.0,76.0,12.0,0.0,2498,2.8,25.0,3475.73,3475.73,2911.93,563.8,0.0,0.0,0.0,247.28,0.0,Individual,0.0,0.0,18437.0,88200.0
18000,15.1,624.86,C,7 years,MORTGAGE,108000.0,14.63,0.0,1.0,39.0,12.0,0.0,6232,84.2,43.0,21577.22001,21577.22,18000.0,3577.22,0.0,0.0,0.0,9707.01,0.0,Individual,0.0,0.0,37845.0,7400.0
9000,14.65,310.45,C,10+ years,RENT,70000.0,11.71,0.0,0.0,57.0,7.0,0.0,8139,82.2,15.0,1576.58,1576.58,544.0,530.47,15.37567266,486.73,4.52,391.6,0.0,Individual,0.0,,,
6000,10.99,196.41,B,10+ years,MORTGAGE,75000.0,5.31,0.0,0.0,53.0,10.0,0.0,10183,29.7,18.0,7066.379017,7066.38,6000.0,1066.38,0.0,0.0,0.0,196.15,0.0,Individual,0.0,6968.0,154054.0,34300.0
6025,11.99,200.09,B,4 years,OWN,70000.0,1.68,1.0,0.0,1.0,8.0,0.0,1583,11.6,18.0,3609.41,3609.41,2743.67,865.74,0.0,0.0,0.0,200.09,0.0,Individual,0.0,0.0,207759.0,13600.0
15000,7.99,469.98,A,10+ years,MORTGAGE,109000.0,3.86,1.0,0.0,20.0,7.0,0.0,29543,80.3,20.0,16513.906030000002,16513.91,15000.0,1513.91,0.0,0.0,0.0,7600.94,1.0,Individual,0.0,89.0,466745.0,36800.0
20000,10.42,649.3,B,10+ years,RENT,120000.0,0.9,0.0,1.0,39.0,4.0,1.0,1655,9.4,6.0,6323.99,6323.99,2913.63,1057.43,0.0,2352.93,423.5274,649.3,0.0,Individual,0.0,0.0,1655.0,17600.0
8500,9.49,272.25,B,1 year,RENT,48000.0,4.2,0.0,0.0,,4.0,0.0,6978,29.1,13.0,9198.920972,9198.92,8500.0,698.92,0.0,0.0,0.0,6213.13,0.0,Individual,0.0,0.0,6978.0,24000.0
10000,13.56,339.65,C,,OWN,41000.0,11.89,0.0,0.0,,7.0,1.0,11971,31.8,9.0,1690.72,1690.72,1156.07,534.65,0.0,0.0,0.0,339.65,0.0,Individual,0.0,0.0,11971.0,50400.0
5000,11.99,166.05,B,2 years,RENT,45000.0,14.69,0.0,1.0,24.0,5.0,0.0,6201,38.3,16.0,1828.22,1828.22,1341.87,486.35,0.0,0.0,0.0,166.05,0.0,Individual,0.0,314.0,18163.0,16200.0
2000,13.49,67.87,C,,RENT,14000.0,33.28,0.0,0.0,,11.0,1.0,1468,10.7,22.0,1928.86,1928.86,1480.62,418.24,30.0,0.0,0.0,67.87,0.0,Individual,0.0,223.0,6243.0,13700.0
15000,10.64,488.53,B,5 years,RENT,60000.0,28.11,2.0,1.0,12.0,19.0,0.0,24708,58.4,43.0,17080.82,17080.82,14515.87,2564.95,0.0,0.0,0.0,488.53,0.0,Individual,0.0,0.0,43750.0,42300.0
